# Dipper literature coordinate list
# Literature search cutoff: 2026-07-16
# Coordinates are decimal degrees, ICRS/J2000-style as published; epochs are mixed and no proper-motion propagation was applied.
# One line per spatially deduplicated source/system (2.0 arcsec cross-paper radius, protected against merging two rows from the same paper).
# master_id | canonical_name | ra_deg | dec_deg | evidence_tier | explicit_dipper | core_yso | recommended_crossmatch | papers
DIP-04917 | Gaia DR3 5939513782671337472 | 251.2873430100 | -47.9992303300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04918 | Gaia DR3 6030980020347300992 | 251.3677795600 | -30.6460912200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04919 | Gaia DR3 5937911686813193344 | 251.4463267000 | -48.9099388200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04920 | Gaia DR3 6027029341958980864 | 251.4785799700 | -33.4384236900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04921 | Gaia DR3 4131668486176977920 | 251.4971554100 | -18.3723385700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04922 | VIRAC2 15003237008281 | 251.6064000000 | -45.9002000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04923 | VIRAC2 15003237001059 | 251.6077000000 | -45.8596000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04924 | VIRAC2 14995695014488 | 251.6186000000 | -45.7617000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04925 | VIRAC2 15003237008756 | 251.6224000000 | -45.8951000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04926 | Source 53: VVV J16:46:30.13-46:04:39.8 ([RMB2008] G339.3133-00.4761) | 251.6255400000 | -46.0777200000 | author_vetted_or_explicit | yes | yes | yes | lucas2024 (2024)
DIP-04927 | VIRAC2 14999468007854 | 251.6340000000 | -45.8065000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04928 | VIRAC2 14999468002615 | 251.6373000000 | -45.8324000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04929 | VIRAC2 15003238007188 | 251.6596000000 | -45.8837000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04930 | VIRAC2 14999468004612 | 251.6610000000 | -45.8401000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04931 | VIRAC2 15007003004473 | 251.6748000000 | -45.9383000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04932 | VIRAC2 15003238011361 | 251.6819000000 | -45.8757000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04933 | VIRAC2 15003238012223 | 251.6870000000 | -45.8529000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04934 | VIRAC2 14988137003990 | 251.6921000000 | -45.7117000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04935 | VIRAC2 14991918004195 | 251.6924000000 | -45.7331000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04936 | VIRAC2 14999469009227 | 251.6941000000 | -45.8421000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04937 | VIRAC2 15003238005721 | 251.6946000000 | -45.8554000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04938 | VIRAC2 15003238003010 | 251.7033000000 | -45.8978000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04939 | VIRAC2 14999469012388 | 251.7117000000 | -45.8145000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04940 | VIRAC2 15007003001087 | 251.7180000000 | -45.9377000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04941 | VIRAC2 15003238004148 | 251.7183000000 | -45.8702000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04942 | VIRAC2 15003238009456 | 251.7214000000 | -45.9084000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04943 | VIRAC2 14999469018973 | 251.7228000000 | -45.8608000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04944 | VIRAC2 14999469001399 | 251.7260000000 | -45.8506000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04945 | VIRAC2 14999469014074 | 251.7268000000 | -45.8559000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04946 | VIRAC2 14999469015611 | 251.7282000000 | -45.8432000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04947 | VIRAC2 14999469013165 | 251.7332000000 | -45.8695000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04948 | VIRAC2 14999469016226 | 251.7352000000 | -45.8686000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04949 | VIRAC2 15003238001552 | 251.7367000000 | -45.8898000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04950 | VIRAC2 14999469010623 | 251.7448000000 | -45.8267000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04951 | Gaia DR3 5968284428569482112 | 251.7451464700 | -41.2374604900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04952 | VIRAC2 14999469009992 | 251.7455000000 | -45.8556000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04953 | VIRAC2 14999469019626 | 251.7493000000 | -45.8332000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04954 | Gaia DR3 5967277683884185216 | 251.7501681900 | -44.6694740900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04955 | VIRAC2 14999469007702 | 251.7527000000 | -45.8519000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04956 | VIRAC2 14995696009595 | 251.7548000000 | -45.7947000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04957 | VIRAC2 15007004002919 | 251.7554000000 | -45.9180000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04958 | VIRAC2 15007004006894 | 251.7573000000 | -45.9093000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04959 | VIRAC2 14999469014013 | 251.7621000000 | -45.8540000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04960 | VIRAC2 14999469005518 | 251.7657000000 | -45.8325000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04961 | VIRAC2 15007004006805 | 251.7679000000 | -45.8962000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04962 | VIRAC2 15007004006159 | 251.7793000000 | -45.9357000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04963 | VIRAC2 15003239023448 | 251.7794000000 | -45.8959000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04964 | VIRAC2 14999470001971 | 251.7899000000 | -45.7967000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04965 | VIRAC2 15003239014379 | 251.7937000000 | -45.8623000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04966 | VIRAC2 15003239021845 | 251.8025000000 | -45.8777000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04967 | VIRAC2 14999470013838 | 251.8045000000 | -45.8239000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04968 | VIRAC2 14999470021717 | 251.8427000000 | -45.8311000000 | author_vetted_or_explicit | yes | no | yes | ordeneshuanca2026 (2026)
DIP-04969 | Gaia DR3 5967968731258895360 | 251.8655451700 | -41.9413387000 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04970 | Gaia DR3 5940090304699963776 | 251.8816580700 | -46.2779232600 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04971 | Gaia DR3 4337650341688548224 | 251.8957720800 | -9.8882205400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04972 | Gaia DR3 5970658068019936640 | 251.8983579400 | -39.8771134400 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04973 | Gaia DR3 6047185795248971648 | 251.9334014000 | -23.6224225400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04974 | TIC 51288359 | 251.9642000000 | -51.7678000000 | author_vetted_or_explicit | yes | yes | yes | capistrant2022 (2022)
DIP-04975 | Gaia DR3 5939602258991371776 | 251.9713544400 | -47.3474171300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04976 | Gaia DR3 4333806345959400832 | 251.9900137400 | -12.1139349900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04977 | Gaia DR3 4332848018496352256 | 252.0387643000 | -13.0492276200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04978 | Gaia DR3 4326516648289149568 | 252.0734331300 | -14.1859330000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04979 | Gaia DR3 4559252752738370688 | 252.0872889600 | 17.6343615200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04980 | Gaia DR3 5967465498540904832 | 252.1437037700 | -43.4771096900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04981 | Gaia DR3 5940130501276709888 | 252.3675702800 | -46.1585659400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04982 | Gaia DR3 5940034912495241600 | 252.3794018500 | -46.3164716900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04983 | Gaia DR3 5939582983177436416 | 252.3903197700 | -47.5642447400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04984 | Gaia DR3 5969831162205650048 | 252.3945755600 | -40.4683838900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04985 | Gaia DR3 5940034779359759616 | 252.4309249800 | -46.3233185700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04986 | Gaia DR3 5939595352683536000 | 252.4540159800 | -47.3063075100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04987 | Gaia DR3 5971728403876230784 | 252.5354698800 | -36.3205924600 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04988 | VVVv736 (VVV J165055.45-440659.40) | 252.7310416667 | -44.1165000000 | author_vetted_or_explicit | yes | yes | yes | contreraspena2017 (2017)
DIP-04989 | Gaia DR3 5940114798880538624 | 252.7805539600 | -46.2585663000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04990 | Gaia DR3 5940114764516904832 | 252.7866339400 | -46.2524761300 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04991 | Gaia DR3 5940122942134734464 | 252.8196176700 | -46.1219356800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04992 | Gaia DR3 6028013469257927168 | 252.9075485000 | -30.6488070100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04993 | Gaia DR3 5940119338663923072 | 252.9434289000 | -46.2078353700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04994 | Gaia DR3 5965006024146090240 | 253.0324771800 | -42.2047546800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04995 | Gaia DR3 5971238124770664064 | 253.0770687000 | -38.1825842100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04996 | Gaia DR3 4125727687420060032 | 253.0790014000 | -23.0448627800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04997 | Gaia DR3 5939772064804465024 | 253.1288668600 | -47.2460264300 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-04998 | Gaia DR3 5939914756478664192 | 253.1589125500 | -46.7019670200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-04999 | Gaia DR3 5939762096166164096 | 253.1590707200 | -47.5024330400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05000 | Gaia DR3 4334264498711015808 | 253.1771412300 | -11.1957015800 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05001 | Gaia DR3 4134273435380315520 | 253.1983939500 | -14.8984743500 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05002 | VVVv751 (VVV J165249.10-430236.21) | 253.2045833333 | -43.0433916667 | author_vetted_or_explicit | yes | yes | yes | contreraspena2017 (2017)
DIP-05003 | Gaia DR3 5939929634246851456 | 253.2177565200 | -46.3004482200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05004 | Gaia DR3 5964852062464117760 | 253.2496961200 | -43.1014050100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05005 | Gaia DR3 5969531824508324480 | 253.2906143000 | -41.4752719700 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05006 | Gaia DR3 4113272694594718720 | 253.4895828800 | -24.6544005100 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05007 | Gaia DR3 5969563706001595392 | 253.5053726200 | -41.1359884900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05008 | Gaia DR3 5964022068613751808 | 253.5078311200 | -45.3079360200 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05009 | VVVv346 (VVV J165412.34-451756.95) | 253.5514166667 | -45.2991527778 | author_vetted_or_explicit | yes | yes | yes | contreraspena2017 (2017)
DIP-05010 | Gaia DR3 5964763173806554496 | 253.5514727300 | -43.7507675000 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05011 | Gaia DR3 5939909190203038208 | 253.5536952700 | -46.5000638900 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05012 | Gaia DR3 5939849305478443136 | 253.5851047200 | -46.9311196400 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05013 | Gaia DR3 5966502837425153664 | 253.5951202600 | -41.9053885200 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05014 | Gaia DR3 5966499779407372800 | 253.6251940600 | -41.9346307800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05015 | Gaia DR3 5939947638758096768 | 253.6418041600 | -46.0579219900 | automated_secondary_or_tentative | yes | yes | yes | mas2026 (2026)
DIP-05016 | Gaia DR3 5939941630098229248 | 253.6485818900 | -46.2526510800 | automated_primary | yes | yes | yes | mas2026 (2026)
DIP-05017 | Gaia DR3 5939941797594330240 | 253.6842173400 | -46.2355954000 | automated_primary | yes | yes | yes | mas2026 (2026)
