event,field,program,star_id,classification,ef_classification,al_classification,ra,dec,ra_deg,dec_deg,t_0,t_eff,t_e,u_0,isource,ibase,icat,ctype,a_i,ogle_moa,related_event,extra_type
KMT-2024-BLG-2439,BLG19T0405,,052342,,clear,clear,17:44:10.60,-25:09:55.44,266.0441666667,-25.1654,60554.17881,,27.48,0.196,21.31,20.0,21.58,2.0,2.87,,,
KMT-2024-BLG-2440,BLG21K0102,,019533,,X,probable,17:53:53.62,-35:10:02.71,268.4734166667,-35.1674194444,60557.22596,,14.35,0.88,19.85,19.12,19.12,1.0,1.05,,,
KMT-2024-BLG-2441,BLG33K0504,,001651,,clear,clear,18:10:40.08,-29:29:21.80,272.667,-29.4893888889,60567.08117,,11.85,0.998,16.63,15.68,15.68,1.0,0.72,,OB241250,
KMT-2024-BLG-2442,BLG36N0805,,004165,,clear,clear,18:16:15.95,-24:10:41.81,274.0664583333,-24.1782805556,60600.69992,,64.14,0.968,18.42,17.46,17.46,1.0,1.34,,OB241253,
KMT-2024-BLG-2443,BLG42M0805,,012406,,clear,clear,17:54:21.43,-28:29:13.38,268.5892916667,-28.48705,60560.08818,,25.66,0.024,21.27,18.3,18.3,2.0,2.48,,OB241191 OB241192,
KMT-2024-BLG-2444,SSO42T0201,,024526,,clear,clear,17:53:03.30,-30:06:15.70,268.26375,-30.1043611111,60560.17215,,13.87,0.132,20.92,18.68,18.68,1.0,1.55,,,
KMT-2024-BLG-2445,BLG43M0805,,003332,,X,clear,18:01:56.07,-27:27:18.11,270.483625,-27.4550305556,60559.73753,,5.01,0.999,16.74,16.3,16.3,1.0,1.6,,,
KMT-2024-BLG-2446,BLG01N0203,,053963,,clear,clear,17:58:35.62,-31:50:36.82,269.6484166667,-31.8435611111,60560.09049,,16.76,0.095,20.13,20.0,20.47,1.0,1.63,,,
KMT-2024-BLG-2447,SSO04K0301,,019495,,possible,probable,18:02:28.27,-29:58:56.32,270.6177916667,-29.9823111111,60551.66185,,46.66,0.198,21.19,18.45,18.45,1.0,0.98,,,
KMT-2024-BLG-2448,BLG04K0507,,038097,,X,not-ulens,18:01:05.22,-29:08:13.60,270.27175,-29.1371111111,60558.32618,,4.04,0.559,19.04,18.98,18.98,1.0,1.25,,OB241166,
KMT-2024-BLG-2449,BLG15N0103,,014826,,clear,clear,17:40:59.94,-27:34:51.46,265.24975,-27.5809611111,60561.27308,,23.13,0.097,20.42,19.69,19.69,2.0,3.14,,,
KMT-2024-BLG-2450,BLG17N0507,,045947,,clear,clear,17:46:48.54,-33:27:34.81,266.70225,-33.4596694444,60558.12888,,18.19,0.408,20.55,19.93,19.93,1.0,1.95,,,
KMT-2024-BLG-2451,BLG18T0702,,057625,,X,clear,17:42:12.17,-27:35:55.46,265.5507083333,-27.5987388889,60557.21477,,24.77,0.042,23.53,20.0,21.58,3.0,3.54,,,
KMT-2024-BLG-2452,BLG20M0707,,012090,,clear,clear,17:47:11.45,-21:42:28.73,266.7977083333,-21.7079805556,60589.71388,,54.52,0.53,19.16,19.19,19.19,4.0,1.99,,,
KMT-2024-BLG-2453,BLG35M0601,,052206,,clear,clear,18:05:45.96,-25:44:59.39,271.4415,-25.7498305556,60569.41228,,46.04,0.4,20.51,20.0,20.93,2.0,2.01,,,
KMT-2024-BLG-2454,BLG38K0206,,009798,,X,clear,17:54:12.51,-21:49:41.88,268.552125,-21.8283,60557.08335,,17.97,0.102,21.95,19.03,19.03,4.0,2.46,,,
KMT-2024-BLG-2455,BLG41K0808,,010769,,clear,clear,17:49:29.76,-30:17:10.28,267.374,-30.2861888889,60580.99818,,31.05,0.306,18.99,18.98,18.98,2.0,3.34,,OB241193,
KMT-2024-BLG-2456,BLG42N0102,,047215,,possible,clear,17:58:33.12,-30:00:27.61,269.638,-30.0076694444,60557.19046,,16.91,0.806,19.27,19.24,19.24,1.0,1.37,,,
KMT-2024-BLG-2457,BLG42N0603,,008118,,clear,clear,17:55:34.38,-29:55:02.39,268.89325,-29.9173305556,60570.15403,,13.12,0.752,17.06,17.04,17.04,1.0,1.32,,OB241248,
KMT-2024-BLG-2458,BLG43K0206,,022041,,clear,clear,18:00:47.54,-27:18:43.60,270.1980833333,-27.3121111111,60573.15597,,93.31,0.095,20.61,18.69,18.69,1.0,1.71,,OB241203,
KMT-2024-BLG-2459,BLG43T0807,,029576,,clear,clear,17:57:05.06,-28:14:38.80,269.2710833333,-28.2441111111,60560.15751,,7.43,0.427,19.53,18.86,18.86,1.0,1.94,,OB241196,
KMT-2024-BLG-2460,BLG02T0302,,087099,,X,clear,17:52:48.50,-29:57:26.71,268.2020833333,-29.9574194444,60562.89939,,30.69,0.196,21.27,20.0,20.07,1.0,2.03,,,
KMT-2024-BLG-2461,SAO03T0306,,043011,,possible,probable,18:00:25.08,-28:19:24.82,270.1045,-28.3235611111,60564.63241,,40.24,0.241,20.54,18.9,18.9,1.0,1.24,,,
KMT-2024-BLG-2462,BLG12N0607,,007668,,X,clear,17:29:02.67,-28:01:20.35,262.261125,-28.0223194444,60553.23219,,23.58,1.0,19.14,19.04,19.04,2.0,2.04,,,
KMT-2024-BLG-2463,BLG14T0103,,091169,,clear,clear,17:36:07.50,-29:39:44.75,264.03125,-29.6624305556,60557.0697,,7.68,0.048,22.37,20.0,22.55,2.0,3.41,,,
KMT-2024-BLG-2464,SAO15M0405,,001313,,possible,clear,17:39:29.12,-26:09:27.76,264.8713333333,-26.1577111111,60556.70914,,53.94,0.019,24.27,16.8,16.8,2.0,2.45,,,
KMT-2024-BLG-2465,BLG15T0106,,063454,,X,probable,17:36:32.61,-27:11:11.51,264.135875,-27.1865305556,60556.02413,,45.13,0.069,22.75,20.0,20.84,1.0,2.43,,,
KMT-2024-BLG-2466,BLG17T0406,,014550,,clear,clear,17:42:28.37,-33:38:13.96,265.6182083333,-33.6372111111,60580.93541,,31.81,0.093,19.92,19.87,19.87,2.0,2.77,,OB241293,
KMT-2024-BLG-2467,SSO34M0405,,014456,,clear,clear,18:06:30.76,-31:35:05.89,271.6281666667,-31.5849694444,60561.53231,,8.06,0.502,18.87,18.65,18.65,1.0,0.79,,,
KMT-2024-BLG-2468,BLG35M0707,,004886,,X,clear,18:05:16.38,-25:00:43.49,271.31825,-25.0120805556,60564.24852,,30.49,0.67,19.52,18.37,18.37,4.0,4.01,,,
KMT-2024-BLG-2469,BLG35M0808,,012284,,clear,clear,18:04:37.13,-24:50:53.52,271.1547083333,-24.8482,60575.7709,,45.08,0.255,21.06,20.0,21.16,2.0,3.5,,,
KMT-2024-BLG-2470,SAO35N0807,,009450,,clear,clear,18:04:53.20,-26:07:53.00,271.2216666667,-26.1313888889,60561.63833,,5.24,0.365,18.6,18.58,18.58,1.0,1.97,,,
KMT-2024-BLG-2471,SSO43M0501,,006059,,clear,clear,18:03:52.23,-27:56:36.71,270.967625,-27.9435305556,60599.65875,,49.69,0.499,18.88,17.06,17.06,1.0,1.2,,OB241164 MB24270,
KMT-2024-BLG-2472,SSO01T0208,,003192,,possible,clear,17:53:28.78,-31:16:28.70,268.3699166667,-31.2746388889,60578.03021,,56.73,0.546,17.81,16.51,16.51,1.0,2.0,,,
KMT-2024-BLG-2473,BLG13M0102,,013552,,clear,clear,17:39:18.46,-34:08:28.75,264.8269166667,-34.1413194444,60588.6357,,49.79,0.051,20.03,20.0,20.49,2.0,3.7,,OB241270,
KMT-2024-BLG-2474,BLG14T0201,,006053,,clear,clear,17:35:54.58,-29:51:25.85,263.9774166667,-29.8571805556,60569.42355,,46.5,0.292,20.63,19.05,19.05,2.0,3.77,,,
KMT-2024-BLG-2475,BLG18N0407,,020942,,clear,clear,17:48:51.79,-27:00:43.70,267.2157916667,-27.0121388889,60562.60622,,27.34,0.109,22.23,20.0,22.63,2.0,7.83,,,
KMT-2024-BLG-2476,BLG19T0203,,022627,,clear,clear,17:45:00.57,-25:24:21.53,266.252375,-25.4059805556,60564.86314,,20.13,0.599,20.22,20.0,20.44,2.0,3.27,,,
